Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Most_Recent_Spray,Recently_Sprayed,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Weather,Day_of_Month,Month,Year,Day_of_Week
2007-05-29,CULEX PIPIENS/RESTUANS,T002,41.955,-87.801,9,1,0,3650.0,0,88,60,74,58,65,0,9,BR HZ,0.0,29.39,30.11,5.8,18,6.5,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T002,41.955,-87.801,9,1,0,3650.0,0,88,60,74,58,65,0,9,BR HZ,0.0,29.39,30.11,5.8,18,6.5,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T007,41.995,-87.769,9,1,0,3650.0,0,88,60,74,58,65,0,9,BR HZ,0.0,29.39,30.11,5.8,18,6.5,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS/RESTUANS,T015,41.974,-87.825,8,1,0,3650.0,0,88,60,74,58,65,0,9,BR HZ,0.0,29.39,30.11,5.8,18,6.5,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T015,41.974,-87.825,8,4,0,3650.0,0,88,60,74,58,65,0,9,BR HZ,0.0,29.39,30.11,5.8,18,6.5,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T045,41.922,-87.666,8,2,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T046,41.891,-87.654,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS/RESTUANS,T048,41.867,-87.654,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T048,41.867,-87.654,8,2,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T049,41.896,-87.655,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS/RESTUANS,T050,41.919,-87.694,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS/RESTUANS,T054,41.922,-87.632,8,2,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T054,41.922,-87.632,8,3,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS/RESTUANS,T086,41.688,-87.677,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T086,41.688,-87.677,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T091,41.862,-87.649,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T094,41.721,-87.666,9,3,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T096,41.732,-87.678,8,5,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS,T096,41.732,-87.678,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS/RESTUANS,T129,41.891,-87.612,5,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T129,41.891,-87.612,5,2,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS/RESTUANS,T143,41.999,-87.796,8,1,0,3650.0,0,88,60,74,58,65,0,9,BR HZ,0.0,29.39,30.11,5.8,18,6.5,coldAndWet,29,5,2007,1
2007-05-29,CULEX PIPIENS/RESTUANS,T148,42.017,-87.688,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T153,41.908,-87.761,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-05-29,CULEX RESTUANS,T159,41.733,-87.65,8,1,0,3650.0,0,88,65,77,59,66,0,12,BR HZ,0.0,29.44,30.09,5.8,16,7.4,coldAndWet,29,5,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T002,41.955,-87.801,9,3,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T002,41.955,-87.801,9,5,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS,T002,41.955,-87.801,9,1,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974,-87.825,8,1,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T015,41.974,-87.825,8,2,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T045,41.922,-87.666,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T045,41.922,-87.666,8,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS,T045,41.922,-87.666,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T046,41.891,-87.654,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867,-87.654,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T048,41.867,-87.654,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS,T048,41.867,-87.654,8,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T049,41.896,-87.655,8,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919,-87.694,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T050,41.919,-87.694,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T054,41.922,-87.632,8,3,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T086,41.688,-87.677,8,4,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T094,41.721,-87.666,9,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T096,41.732,-87.678,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T096,41.732,-87.678,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS,T096,41.732,-87.678,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999,-87.796,8,2,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T143,41.999,-87.796,8,9,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T153,41.908,-87.761,8,3,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T159,41.733,-87.65,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T009,41.982,-87.813,8,2,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T011,41.945,-87.833,8,1,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T016,42.012,-87.812,8,1,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T019,41.95,-87.698,9,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T025,41.979,-87.751,9,1,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T028,41.987,-87.69,9,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801,-87.763,9,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T033,41.907,-87.701,9,3,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T089,41.723,-87.65,5,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868,-87.667,9,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T090,41.868,-87.667,9,7,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T092,41.869,-87.628,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662,-87.725,8,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T135,41.662,-87.725,8,4,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS,T135,41.662,-87.725,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.962,-87.76,9,1,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T141,41.962,-87.76,9,2,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953,-87.777,8,1,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T142,41.953,-87.777,8,3,0,3650.0,0,64,47,56,48,51,9,0,RA BR,0.42,29.1,29.79,5.2,5,7.6,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T145,41.878,-87.63,3,3,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958,-87.703,9,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T146,41.958,-87.703,9,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T147,41.932,-87.7,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T149,41.994,-87.668,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T150,42.007,-87.676,9,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916,-87.801,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T151,41.916,-87.801,8,10,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T152,41.846,-87.716,9,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T154,41.919,-87.752,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.683,-87.708,9,3,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T158,41.683,-87.708,9,8,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.726,-87.614,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948,-87.731,8,2,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T218,41.948,-87.731,8,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-05,CULEX RESTUANS,T220,41.964,-87.692,9,1,0,3650.0,0,63,51,57,47,52,8,0,RA BR,0.27,29.16,29.78,6.2,3,8.1,coldAndWet,5,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.955,-87.801,9,1,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T002,41.955,-87.801,9,4,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX SALINARIUS,T002,41.955,-87.801,9,1,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX PIPIENS/RESTUANS,T007,41.995,-87.769,9,1,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T007,41.995,-87.769,9,4,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
2007-06-26,CULEX RESTUANS,T015,41.974,-87.825,8,1,0,3650.0,0,92,70,81,69,72,0,16,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,coldAndWet,26,6,2007,1
